"Bombo_Male","Bombo_Female","Jinja_Male","Jinja_Female","Entebbe_Male","Entebbe_Female","Hoima_Male","Hoima_Female"
86.872659345192,54.6415788758032,85.2964802650549,73.924933378655,85.1728986623127,68.2870999442164,82.5632267040951,81.1978904892992
102.252951693822,69.7293452186113,100.819182728024,65.079462018727,103.543803412065,84.7778186183195,99.0827999674385,69.3628768980176
72.8642481997666,82.5018107572969,71.1583616090237,76.9621100341745,68.4406297941656,89.2007597648639,67.5171554738234,58.0461565905438
86.1939902485454,78.7132195285656,84.6115271952912,82.099314975883,84.362266130207,70.6058994547842,81.8342858225117,71.6028804438605
90.3885057898905,52.1769735239921,88.8448808435006,74.9232543032294,89.3723819157025,57.4385027631536,86.3395062187712,58.8742881544034
83.0587046371059,78.204448687569,81.4472111615236,74.6455543596849,80.6173416498766,74.9260004302591,78.4667568324471,68.5021756361513
91.9968496409259,75.7137584093604,90.4681167672308,75.9233649521841,91.2934592933282,65.0770302479213,88.0669866513649,67.3176824984992
81.5440479233283,77.7743051347551,79.9185298485443,66.9732433657145,78.8081683528644,75.1230383630063,76.8399033250564,73.2207207413026
84.1366866157374,62.8642666616506,82.535174454772,76.0552151158468,81.9049312354641,69.2630171797248,79.6245893280142,79.9537490991587
88.3599882394817,79.9500521074499,86.7975807231806,79.8476315052626,86.9494303971587,70.0140268752984,84.160728109073,62.3031982153074
74.8672824816732,67.2193332029319,73.1799425046517,79.6361750004463,70.8331429642208,60.2147102122844,69.6685626655009,79.831865062579
76.4665543703401,86.3995808486035,74.7940224663618,70.9922934200186,72.7433843867952,60.273364572672,71.3862991385135,74.7982793196254
76.7234089551292,84.3707339336223,75.0532553343434,76.722100339097,73.0501829186266,69.5264807678063,71.6621799888425,72.5995641246807
81.7593027161934,76.1210600855519,80.1357777413433,64.6776274654046,79.0652782443421,80.1862954286409,77.0711029173929,77.8031112169078
101.213217526585,82.4296219180885,99.7698213925722,77.3098121589575,102.30189871231,82.722874794525,97.9660484544805,70.3174681117336
99.8069395250992,68.4664523073793,98.3505222984797,69.0513856615155,100.622177766091,69.6464509043098,96.4556017121436,57.0296292096692
96.590436178508,72.7607917646956,95.1042365134942,77.5466505951906,96.7802432132179,58.7263244906091,93.0008388583975,70.4203710721784
84.766365724974,45.0155169236874,83.1706839261312,65.7039488659307,82.6570479492745,99.8367845460628,80.3009113342313,73.9686948519871
95.823640920184,77.0909633666963,94.3303412990746,85.736351600094,95.8643488768865,89.2838946282728,92.1772439513088,70.6344000872864
81.0648712113506,75.4721677909601,79.4349163151594,60.8649082915541,78.2358183913354,61.1208471332955,76.325232041821,70.7909356028355
89.6816659372534,79.7364629351049,88.1314961774132,77.880699972902,88.5281009806082,88.7531607182546,85.5803078585314,71.2801364139517
94.17843806215,84.7934919789646,92.6699050812439,67.3973516209641,93.8992454631235,75.6585092004115,90.4101742149018,73.5523962685304
106.345317736707,56.722540200707,104.949441049084,70.9003857838625,108.431907296622,84.1659642020239,103.478304235723,61.1595000536067
73.3657824627063,81.2898078626857,71.6645397077314,75.2157105742847,69.0396846082326,71.7538774349271,68.0558404229068,51.2710980481007
114.785800621373,62.2046654672467,113.468076553052,80.2635795412962,118.51359518664,80.8298733576481,112.544008074808,70.5727228546306
67.6817854579612,75.7313951601166,65.9279131010905,78.6024952645586,62.2504659636758,66.5641989153245,61.9508066029953,74.4160912516113
71.2043324401099,85.19744489076,69.4830762589998,69.2685945960074,66.4579526367979,61.7747643763815,65.7342829912291,71.1599247800132
72.0776839248958,89.1231795404129,70.3645143316078,85.3018633885466,67.5011224658477,76.7813774047289,66.6723271785917,67.9757101664867
111.093977383991,70.308555376244,109.742069767176,87.0337468138435,114.103917430878,59.4847831309788,108.578716449472,74.1875652734768
80.3465298792155,63.4368657510003,78.7099236743934,57.9200482262928,77.3777995779518,67.4516744094168,75.5536802406389,71.4829887053636
89.6811343054353,66.0602319211235,88.1309596230782,70.3833241577976,88.5274659759366,82.7992327266061,85.5797368465787,55.9645744655688
83.7838448195022,80.1703254193897,82.179065604868,84.9876907529643,81.4834813121832,60.8599807384522,79.2456111024283,67.527161756319
83.6215447346832,63.2977680681652,82.0152627414858,71.7616595791086,81.2896228775382,96.2937720379909,79.0712887891041,77.3154063747509
74.6682624331049,76.7277191972197,72.9790796778559,80.3443478958192,70.5954245728753,58.1140509071459,69.4548003911126,74.4120000125456
90.0140676924262,76.9339432875114,88.4669757266153,78.1240388092687,88.9251364103979,87.9166292335873,85.9373319659392,54.0758114856762
81.2787512080109,79.1024292009459,79.6507766821592,80.8621360509611,78.4912861651242,66.4194618107811,76.5549550011969,74.0221008633706
